ASM_0,correlation_0,dissimilarity_0,homogeneity_0,contrast_0,ASM_1,correlation_1,dissimilarity_1,homogeneity_1,contrast_1,ASM_2,correlation_2,dissimilarity_2,homogeneity_2,contrast_2,ASM_3,correlation_3,dissimilarity_3,homogeneity_3,contrast_3,entropy,density
0.002519294090895954,0.9792290458388313,2.0100394549407636,0.37514633957950805,6.688673807917225,0.0019861332583981516,0.9669864358458607,2.5623827857081407,0.31118848340629307,10.627889499742786,0.00234364068080232,0.9758884672883764,2.166990325707415,0.3559421996609887,7.765271552278162,0.0018848285096750871,0.9632874502217459,2.705289445623272,0.29821096688508153,11.818689919302964,5.70608445884422,2
0.00125575647506016,0.99143267976136,2.244549910777644,0.34620852467531477,8.307758046137689,0.0009886461154822762,0.9863698682786907,2.8626519429761874,0.28509279127836556,13.223210903737822,0.001203554672332272,0.9906577909177345,2.344864876486177,0.3359805565016784,9.072012125642411,0.0009725284138114745,0.9858767828815336,2.9107550231573205,0.281481832792713,13.701568714381631,6.422194715576005,3
0.0017474469850666961,0.999603293391722,1.0048027682359477,0.5840986945870154,1.924537049890318,0.0011972316486877385,0.9991092534147341,1.5515726875583886,0.46008060305901255,4.3217966718011755,0.0014296402617948816,0.9993597801719609,1.2951159615253498,0.513826610561898,3.107537688442171,0.001215221334815998,0.9991294449374343,1.5313805206939133,0.4640439047385924,4.2238286911946386,7.253047345091042,3
0.0016970257760673397,0.9941937825223696,2.0415270949809936,0.3785035439504021,7.101826749030765,0.0013171826208279492,0.9904042400211179,2.6547141578788747,0.3098434736197689,11.729329427083318,0.0015699388346751932,0.9931815620463372,2.214647864318836,0.35744586462522726,8.333910363515528,0.0013043770660158913,0.9901937897884707,2.68146580825611,0.30767713817326064,11.986552506644252,6.292537501967381,2
0.0023215752534703296,0.9977123208335728,1.1879672893023026,0.526465892927836,2.4848167815130844,0.0015421423967315225,0.9947749205206805,1.8400882746146092,0.3983585119887628,5.674645310846639,0.0017824109889648455,0.9960472888435504,1.5895520988500924,0.44098912075961516,4.297232164864421,0.0015045042340879862,0.9945933770387815,1.8828712573993795,0.39117664769436117,5.871813248877496,6.534025042228348,3
0.001393616893309032,0.9910195569191774,2.1447231758030703,0.3590412517744003,7.625065787112825,0.001096454961010341,0.9857457972779032,2.7340553081809595,0.29635001837827035,12.102236546011794,0.0012960727504541995,0.9895723262371227,2.312903942840958,0.3401143699945273,8.859655654302625,0.0010802233624552767,0.9852930089401852,2.7780874948131435,0.29229123461586154,12.486680172523972,6.365487652183457,3
0.0023520740124087117,0.9866906199518141,1.8499192803495121,0.39872089206483197,5.718540365486851,0.001818014788412882,0.9780275822918075,2.408770047070526,0.32672469442205576,9.4365745326936,0.002240737688281288,0.9852465038645729,1.9491506642790217,0.3846836589599312,6.341433606874202,0.0018040965990382177,0.9776649954884888,2.4279790578119314,0.32491250474787525,9.592244446386701,5.8975620600716585,2
0.008976355052513662,0.9896985762592097,0.9085464316641959,0.6050257881624428,1.5289292809477617,0.005868705980448148,0.9760404570873269,1.446834521951318,0.4662003065472696,3.5516926886160114,0.006825613940362002,0.9822517865634581,1.2304320062291942,0.5155818504643901,2.6349496423295076,0.005916042324298592,0.9766182516223983,1.4312877843655585,0.46916768529194336,3.4660614130624383,5.02634427440905,2
0.0018256774900326461,0.9923754802136054,1.964557795403973,0.38343482327453793,6.4691294299957205,0.001409418274312899,0.9874226010804461,2.5533963883610116,0.313436510262742,10.653946784574519,0.0016838689955080322,0.9910120280542984,2.134740616000634,0.36156430121814115,7.626636405573374,0.001383803714952983,0.9870012830858367,2.597486352146002,0.3090850934640372,11.010874022912192,6.317598730251863,2
0.002138701121819283,0.9969908963286165,1.285273042137339,0.5017057023766905,2.848843150693303,0.0014648932149147473,0.9935595155507917,1.9170638907950057,0.38629831185532965,6.096268135476882,0.0017619374407136486,0.995476138586364,1.5891349178181111,0.441077338091088,4.29044689079537,0.0014462059374092508,0.9933954388706647,1.9430693069306768,0.38257081980900487,6.2515837908047756,6.4506459056250245,3
